release_year,genres,popularity,vote,profit,revenue
1986,Romance,18.029293833333334,6.033333333333334,6.945070114433552,68074894.0
1986,Science Fiction,23.200876599999997,6.220000000000001,3.6360073398898898,72532778.4
1986,Thriller,28.779513333333337,6.3999999999999995,8.199841617117118,67596170.66666667
1986,War,54.351780500000004,7.1,23.43856711666667,247680583.0
1987,Action,19.362578375,5.75,4.674003421529841,82647970.875
1987,Adventure,18.186696666666666,5.511111111111111,2.2597355009650766,45092828.11111111
1987,Animation,6.86302,6.7,0.0,0.0
1987,Comedy,17.338180538461536,6.300000000000001,3.510890198914874,42060422.692307696
1987,Crime,29.485311999999997,6.8999999999999995,6.9907581866666675,140027853.0
1987,Drama,15.146432818181818,6.745454545454546,6.946750473836597,60216930.18181818
1987,Family,16.95905575,5.975,0.9643066875,7714453.5
1987,Fantasy,18.5614326,6.159999999999999,1.191301125,7356171.6
1987,History,29.7309585,7.5,2.4815879930434783,60127342.0
1987,Horror,18.710588,6.75,5.705263151336898,18817143.333333332
1987,Music,6.855059499999999,6.75,4.170416615384616,27107708.0
1987,Romance,24.276276999999997,7.099999999999999,12.3980814375,117001169.0
1987,Science Fiction,34.27345525,6.125,2.4210066889402357,48444284.0
1987,Thriller,22.863989,6.357142857142857,7.894981024472624,111787403.85714285
1987,War,18.362333,7.1,9.53249,123922370.0
1988,Action,23.741380999999997,6.385714285714286,3.987519206000349,60980726.28571428
1988,Adventure,17.438863166666668,6.1499999999999995,inf,102746648.66666667
1988,Animation,34.004145,7.4,3.467940911077236,42507008.5
1988,Comedy,17.2691886,6.14,inf,81406861.9
1988,Crime,9.19968225,6.35,1.9719168531135534,25937982.25
1988,Drama,13.484341083333334,6.408333333333334,inf,61387331.166666664
1988,Family,24.693108000000002,6.95,7.646389223577236,118064810.0
1988,Fantasy,33.629851,6.8999999999999995,inf,95107813.33333333
1988,Horror,13.134415777777779,6.022222222222222,4.120976462774725,20936213.888888888
1988,Romance,13.858861333333332,6.6000000000000005,5.4512615,62113164.666666664
1988,Science Fiction,20.912478999999998,6.625,1.61042384375,8674737.5
1988,Thriller,19.60673518181818,6.127272727272728,4.099548649584859,47109953.81818182
1988,War,31.294717,5.7,3.000247793650794,189015611.0
1988,Western,9.499325,6.6,3.440511076923077,44726644.0
1989,Action,22.807910454545453,6.4,inf,122010998.81818181
1989,Adventure,26.5555811,6.37,inf,122731486.2
1989,Comedy,14.454449416666668,6.358333333333333,4.326897900378787,60358970.25
1989,Crime,10.865399333333334,6.166666666666667,2.455168080701754,52257241.666666664
1989,Documentary,3.284903,7.4,41.9148,6706368.0
1989,Drama,18.12247109090909,6.881818181818182,6.153934818377208,76465734.63636364
1989,Family,23.400135000000002,6.5,8.3,166000000.0
1989,Fantasy,26.9960655,6.4,5.8764132,205674462.0
1989,History,3.9629545,7.4,20.9574,3353184.0
1989,Horror,10.999082833333333,5.5,2.579368126304348,17546680.0
1989,Mystery,11.47316,6.7,5.835763842105263,110879513.0
1989,Romance,9.918507,6.966666666666666,1.9338238749999999,30941182.0
1989,Science Fiction,24.046359799999998,6.540000000000001,inf,106713485.4
1989,Thriller,15.467599625,5.825,2.4923132724330355,55014995.75
1989,War,15.564184666666664,7.166666666666667,4.3301953359788365,62610021.0
1990,Action,28.69795675,6.5,3.2515639398467795,116300431.0
1990,Adventure,27.127558875000002,6.675,6.815817466527591,173864226.375
1990,Comedy,15.028454363636364,6.327272727272727,8.942418479407856,147308365.54545453
1990,Crime,33.37920325,6.85,1.7575428512912303,76941142.75
1990,Drama,31.428948000000002,6.92,6.224922666584937,127921776.7
1990,Family,12.5615145,6.25,12.572954173148148,184145457.75
1990,Fantasy,41.15566833333333,6.866666666666667,8.81139653151515,199827402.33333334
1990,Horror,18.782503714285717,5.3,2.0129486126821567,34359322.428571425
1990,Mystery,22.3877165,6.550000000000001,11.685674655844155,262711694.5
1990,Romance,29.878995600000003,6.840000000000001,15.072833331493506,207430718.6
1990,Science Fiction,28.507060000000003,6.220000000000001,3.8507274198351653,127964932.0
1990,Thriller,30.667557666666667,6.455555555555556,4.686361949418369,147085428.2222222
1990,Western,28.534416,7.05,19.282220363636362,212104424.0
1991,Action,18.82297181818182,5.927272727272728,1.7418437023157882,71599415.0
1991,Adventure,15.3437587,5.89,2.4769300987820824,92193715.0
1991,Comedy,18.253193,5.972727272727273,2.529071904976706,68297569.45454545
1991,Crime,17.505787,6.683333333333334,6.8393345586521495,104930019.83333333
1991,Drama,12.699380923076923,6.446153846153846,3.1857011693408563,58035092.538461536
1991,Family,18.9151228,6.36,2.4757879392857145,82729596.6
1991,Fantasy,20.91403,5.95,3.6087425809523808,123306643.5
1991,History,26.82041,7.5,5.13513745,205405498.0
1991,Horror,27.017889,5.9,4.776799509090909,113187229.5
1991,Music,10.794175,6.7,0.9057077105263158,34416893.0
1991,Romance,6.3173195,5.7,0.6870448553030304,19398863.25
1991,Science Fiction,29.2526856,6.14,3.0134440972222225,139153865.0
1991,Thriller,22.69943990909091,6.418181818181818,3.927221459874282,122912132.0909091
1992,Action,28.107496555555556,6.300000000000001,5.445111734042809,159427702.33333334
1992,Adventure,51.0880626,6.6,9.805150311269841,252055856.6
1992,Animation,92.982009,7.4,18.001793535714285,504050219.0
1992,Comedy,31.189029583333333,6.575,inf,149127717.83333334
1992,Crime,24.152614090909093,6.490909090909091,6.921553905011495,89629178.0909091
1992,Drama,17.254863923076922,6.753846153846154,inf,91415930.15384616
1992,Family,49.622128000000004,6.825,inf,235268936.0
1992,Fantasy,39.61012233333333,6.75,inf,162452068.16666666
1992,History,21.175441000000003,6.8,1.1014694666666667,41225254.666666664
1992,Horror,24.529778333333336,6.266666666666667,2.602321444047619,74151216.5
1992,Music,24.1957535,6.3,11.262567875,266352031.5
1992,Mystery,13.939054,7.5,0.85801824,10725228.0
1992,Romance,31.93077142857143,6.7,inf,195005858.42857143
1992,Science Fiction,15.353936,5.74,1.6642400128571428,42594344.8
1992,Thriller,20.367082500000002,6.3,7.582785466234867,106605093.1
1992,War,37.776566,7.1,1.8876464,75505856.0
1992,Western,37.380435,7.7,11.368389071428572,159157447.0
1993,Action,15.888774529411766,6.247058823529412,1.9435988800767792,56371727.941176474
1993,Adventure,20.183106384615385,6.076923076923077,2.9747219659516646,142434203.69230768
1993,Animation,2.439184,6.8,0.023902714285714284,669276.0
1993,Comedy,18.234814785714285,6.264285714285714,3.755805237226482,65548838.928571425
1993,Crime,18.251399375,6.4875,2.8408893699990587,77339515.375
1993,Drama,19.008236807692306,6.911538461538461,inf,72857335.8076923
1993,Family,13.880625125,5.9,2.906148011400975,85475516.5
1993,Fantasy,15.3083921,5.79,1.9708833263553127,32936297.5
1993,History,46.84541033333334,7.433333333333334,inf,134290210.66666666
1993,Horror,6.984021666666666,5.1000000000000005,2.6698959166666665,5330757.333333333
1993,Music,3.9947695000000003,6.25,0.11157863157894737,1059997.0
1993,Mystery,32.181362,6.7,6.385771687301587,278130727.6666667
1993,Romance,17.365298272727273,6.945454545454546,2.8592325205022853,28541209.545454547
1993,Science Fiction,12.469809428571427,5.985714285714286,3.4283918965367968,139074241.85714287
1993,Thriller,19.087314833333334,6.1499999999999995,2.8448776785328653,97394722.91666667
1993,War,54.999193000000005,7.45,inf,173182783.5
1993,Western,30.537845,7.4,2.2602026,56505065.0
1994,Action,16.28512819047619,5.828571428571429,3.0404047317295095,88325681.14285715
1994,Adventure,17.62505511111111,5.833333333333333,3.163252754010025,88394506.55555555
1994,Animation,90.457886,8.0,17.516483911111113,788241776.0
1994,Comedy,22.68862273076923,6.261538461538462,inf,94748666.03846154
1994,Crime,40.14524369230769,6.338461538461539,inf,121943046.46153846
1994,Documentary,9.188431,7.7,11.186587142857142,7830611.0
1994,Drama,29.343458849999998,6.7700000000000005,inf,135620626.95
1994,Family,29.002060833333335,5.833333333333333,6.781093671392183,222729641.0
1994,Fantasy,25.39743188888889,6.055555555555555,5.356045112571486,120338969.22222222
1994,History,24.548633,7.3,0.32708094444444447,5887457.0
1994,Horror,23.688239999999997,6.666666666666667,1.8738302123321124,83191825.66666667
1994,Mystery,18.8474818,6.32,3.736209244408369,91387575.4
1994,Romance,41.22334,6.533333333333333,inf,212625435.8888889
1994,Science Fiction,11.0574555,5.45,2.5651262343529764,76627504.0
1994,Thriller,21.287937444444445,6.055555555555555,4.308978733170151,102707565.44444445
1994,War,15.73484,6.550000000000001,2.981468766666667,92485603.5
1994,Western,13.859307,6.5,0.39765079365079364,25052000.0
1995,Action,24.079773799999998,5.992000000000001,2.6265207852165156,117818829.68
1995,Adventure,24.67104590909091,6.090909090909091,2.59816073482053,140128854.63636363
1995,Animation,60.743016999999995,7.2,9.372080304545456,359816903.0
1995,Comedy,16.600027260869567,6.273913043478261,inf,72189280.6521739
1995,Crime,24.68167885,6.3,3.2194698146238308,78110123.85
1995,Drama,18.22634781081081,6.564864864864865,inf,75332434.7027027
1995,Family,32.25897066666666,6.533333333333334,inf,227994480.16666666
1995,Fantasy,20.285497625,5.8875,3.451310838611111,128267149.125
1995,History,23.978334333333333,6.766666666666667,1.1450880037373736,78021390.66666667
1995,Horror,10.547428833333333,5.583333333333333,2.33537452,26715125.5
1995,Music,6.775294,6.9,inf,106269971.0
1995,Mystery,30.43573225,5.975,4.546139816363636,149953383.75
1995,Romance,10.664002882352941,6.31764705882353,inf,40459678.0
1995,Science Fiction,15.649787800000002,5.54,2.208214621142857,96673651.8
1995,Thriller,23.588618208333333,6.270833333333333,3.172254541952837,92401822.625
1995,War,22.902295,7.1000000000000005,1.6726190476190474,75000000.0
1995,Western,16.473355,6.3,0.579764375,18552460.0
1996,Action,23.799919454545453,5.904545454545455,2.5475202535672263,163335627.0
1996,Adventure,26.11460957142857,5.8999999999999995,3.0367862777656285,206572311.5
1996,Animation,25.54461075,6.2,1.3762961699999998,87584712.75
1996,Comedy,10.579300108108107,6.054054054054054,inf,35915236.5945946
1996,Crime,17.53512305882353,6.305882352941176,2.260418717359926,46835391.23529412
1996,Drama,12.527753298245615,6.249122807017543,inf,58360574.89473684
1996,Family,16.2470465,5.7125,1.179881349913827,62531407.5
1996,Fantasy,20.1275258,5.74,1.8472931867411586,82204136.4
1996,History,5.67615925,6.1,1.6502612345118959,37041867.25
1996,Horror,26.14001466666667,6.0,3.3751363127112994,47609987.666666664
1996,Music,7.28401725,6.45,0.854831387878788,35261794.75
1996,Mystery,18.2767475,6.316666666666666,3.557495108667854,106259364.33333333
1996,Romance,11.303224142857143,6.133333333333334,3.6745027259259566,50619943.28571428
1996,Science Fiction,25.786902333333334,5.822222222222222,2.8920148240850008,166806721.1111111
1996,Thriller,15.87836625,5.947222222222222,1.6239608586475978,81797100.16666667
1996,War,21.1765,6.6,5.3921729613526574,166418621.5
1997,Action,23.004282324324326,5.7,inf,105335841.45945945
1997,Adventure,27.12660956521739,5.92608695652174,inf,123897874.13043478
1997,Animation,36.799033333333334,7.566666666666666,2.921145953026729,100915431.0
1997,Comedy,12.653713315789473,6.228947368421053,inf,58550676.60526316
1997,Crime,17.585873333333335,6.3875,1.9670482657953783,65348404.5
1997,Documentary,2.77754,6.3,,0.0
1997,Drama,14.089819641509434,6.5509433962264145,inf,73580071.43396227
1997,Family,12.788881666666667,6.033333333333333,2.248357666541021,39304196.222222224
1997,Fantasy,27.6829452,5.5200000000000005,2.1176518649001363,90906456.9
1997,Foreign,0.472794,7.300000000000001,0.0,0.0
1997,History,6.879961000000001,7.166666666666667,1.311174147089947,68485894.0
1997,Horror,22.914585,6.0200000000000005,3.076515370213401,89834875.4
1997,Music,5.4939405,5.9,2.0557287031250002,51783318.5
1997,Mystery,25.578604444444444,6.705555555555556,2.3146744894065745,69352874.66666667
1997,Romance,17.77835976190476,6.176190476190476,inf,127894503.8095238
1997,Science Fiction,35.87862647368421,5.721052631578948,1.9965088056828735,122459567.5263158
1997,Thriller,25.923846219512193,6.134146341463414,inf,131510481.04878049
1998,Action,20.707167639999998,6.1160000000000005,1.5521792207584995,92268792.24
1998,Adventure,28.05333923809524,6.190476190476191,1.67513248977734,134506199.47619048
1998,Animation,31.555845,6.425,2.212536823759921,150147087.0
1998,Comedy,13.600678360655738,6.1819672131147545,inf,54730445.55737705
1998,Crime,16.267712,6.484999999999999,1.6223220884517597,46852044.4
1998,Drama,14.406193263157894,6.536842105263158,inf,43820239.14473684
1998,Family,22.947196714285717,6.057142857142857,inf,122838813.42857143
1998,Fantasy,16.772471384615386,6.061538461538461,2.142506930024471,74941318.92307693
1998,Foreign,0.425551,6.8,,0.0
1998,History,40.521738,7.25,5.770389344349817,237858977.5
1998,Horror,16.489936,5.577777777777778,1.8549614870726496,40375422.44444445
1998,Music,14.616788,6.625,inf,61479886.75
1998,Mystery,21.414024666666666,6.3999999999999995,5.851166149819338,57288959.833333336
1998,Romance,12.034822064516128,6.206451612903226,3.506809161339934,66599774.19354839
1998,Science Fiction,19.18289930769231,5.93076923076923,1.4264469159250242,90448173.61538461
1998,Thriller,17.25231432,6.14,4.0539593835356715,72415961.44
1998,War,32.3165995,7.05,2.9882431080219782,148633839.25
1999,Action,21.72089908,5.892,1.973067116184482,117092749.72
1999,Adventure,26.587648692307692,6.161538461538461,2.962271365000893,165498411.07692307
1999,Animation,34.818326166666665,6.7,1.8499469556934003,151922685.16666666
1999,Comedy,11.646918083333333,5.960714285714285,inf,47881349.940476194
1999,Crime,19.179896291666665,6.3,2.5413130703288913,81988687.20833333
1999,Documentary,2.778633,7.8,0.24346918264473755,500000.0
1999,Drama,14.347526978021978,6.3890109890109885,inf,48586483.17582417
1999,Family,17.954596933333335,5.7266666666666675,1.6702168788699607,74293683.26666667
1999,Fantasy,29.741295363636365,6.327272727272727,1.691670175647165,97485544.72727273
1999,Foreign,0.6366503333333333,6.166666666666667,,0.0
1999,History,9.4234632,6.840000000000001,0.558135975,13395263.4
1999,Horror,13.937658466666669,5.733333333333333,inf,54378680.53333333
1999,Music,14.01439925,6.875,0.5949063493589745,23772921.25
1999,Mystery,20.899307200000003,6.24,208.84626175035913,117977758.25
1999,Romance,10.739972,6.095238095238095,inf,46124298.452380955
1999,Science Fiction,24.52265425,5.8,2.5096991648449283,122889138.55
1999,Thriller,15.548756153846153,6.066666666666666,inf,64908782.84615385
1999,War,9.613131666666666,6.2,0.9610384175438597,29537658.666666668
1999,Western,14.085009249999999,6.975,0.44107039205366355,55684944.25
2000,Action,17.652702775,5.8975,2.2545494784851012,95390589.075
2000,Adventure,25.890320250000002,6.1625000000000005,2.911236191274245,144510337.70833334
2000,Animation,18.108651636363636,6.009090909090909,2.045245621988046,91881673.27272727
2000,Comedy,13.212915542857143,5.832857142857143,2.2371525187508143,59515956.342857145
2000,Crime,17.15537144827586,6.258620689655173,2.2342489224739466,61929058.96551724
2000,Documentary,1.830306,7.5,inf,21268532.0
2000,Drama,12.875601234567903,6.271604938271605,inf,49967784.39506173
2000,Family,15.276444549999999,5.755,1.6366821514646406,84108792.15
2000,Fantasy,21.049746,5.836363636363637,1.3022944818331668,83779504.81818181
2000,Foreign,0.7685403333333333,6.566666666666666,0.623791,207930.33333333334
2000,History,23.657284,6.8,1.957221290909091,215294342.0
2000,Horror,11.715386615384615,5.446153846153846,1.6823939878707257,44845736.07692308
2000,Music,14.041667571428572,6.757142857142857,5.688740428263889,37391826.85714286
2000,Mystery,15.474977625000001,5.7875,1.8905488262698416,47194716.875
2000,Romance,10.965592102564102,5.841025641025642,1.6872948616080572,44549628.307692304
2000,Science Fiction,14.343911277777778,5.538888888888889,1.3619543485519026,79008191.8888889
2000,Thriller,17.2790140625,6.060416666666666,2.0105618939641694,69687082.77083333
2000,War,16.548545999999998,5.3,1.5009068843597264,121453585.66666667
2000,Western,11.973963333333332,5.866666666666667,0.5175664090909091,18977435.0
2001,Action,17.98681637735849,5.824528301886792,inf,94078070.43396227
2001,Adventure,31.86262111111111,5.97037037037037,3.438406838367164,189806780.5185185
2001,Animation,45.309880444444445,6.455555555555556,4.600520253404975,193082181.55555555
2001,Comedy,14.105718847058824,5.828235294117647,inf,53240652.09411765
2001,Crime,16.034395617647057,6.294117647058823,inf,68127498.94117647
2001,Documentary,2.3660723333333333,6.566666666666666,3.7385054027961973,7430360.0
2001,Drama,13.302123413333334,6.330666666666667,inf,37781720.04
2001,Family,35.32465664705882,6.152941176470588,4.693900780375111,195263158.4117647
2001,Fantasy,43.0172974375,6.0875,4.8741624148178655,230064979.1875
2001,Foreign,0.3442066666666667,5.533333333333334,,0.0
2001,History,18.0799694,6.1,1.5450691437016455,136869298.2
2001,Horror,13.155543727272727,5.618181818181818,1.7237969155122654,15010227.363636363
2001,Music,15.4957045,6.333333333333333,2.678659267649894,47873935.333333336
2001,Mystery,16.84118152631579,6.3999999999999995,1.7770059865856542,38044915.0
2001,Romance,15.527315403846153,5.957692307692308,inf,66223565.788461536
2001,Science Fiction,17.504264052631576,5.726315789473684,2.0576822778818973,91482117.36842105
2001,Thriller,16.084726018867926,6.113207547169812,inf,73783799.41509435
2001,War,25.186858,6.433333333333334,1.761798999367921,135156678.0
2001,Western,6.1849635,5.550000000000001,0.39082608571428573,6839456.5
2002,Action,24.93977569230769,5.951923076923077,inf,123886951.25
2002,Adventure,27.046396525,6.0024999999999995,inf,150629654.25
2002,Animation,32.470590666666666,6.455555555555556,2.5060305177303124,115665533.8888889
2002,Comedy,13.513689280487805,5.847560975609756,inf,53203102.80487805
2002,Crime,21.451652735294118,6.5588235294117645,inf,72504751.94117647
2002,Documentary,8.727278666666667,6.133333333333333,10.873790325,33282261.666666668
2002,Drama,13.440865911504426,6.360176991150443,inf,45975149.371681415
2002,Family,20.50452,5.937037037037038,inf,91549652.85185185
2002,Fantasy,39.71047221428571,6.364285714285714,3.5818308080099492,244704614.2142857
2002,History,16.272903444444445,6.7444444444444445,inf,66599797.666666664
2002,Horror,18.991678,5.8125,2.729683107707653,51739878.9375
2002,Music,10.387108399999999,6.540000000000001,2.9583541588888886,85101249.4
2002,Mystery,21.749831210526317,5.994736842105263,inf,85123163.78947368
2002,Romance,11.232722978260869,6.158695652173913,4.812797614682937,38937399.717391305
2002,Science Fiction,30.6927265,5.977777777777778,3.3862060988058467,149559731.66666666
2002,Thriller,19.537547584615385,5.916923076923077,inf,65512846.04615384
2002,War,19.1141485,6.433333333333334,1.3899034489275361,62421885.833333336
2002,Western,41.670544,7.4,1.5320442375,122563539.0
2003,Action,37.68186852380953,6.173809523809524,inf,176022190.5
2003,Adventure,37.10296878571428,6.285714285714286,inf,189800672.0
2003,Animation,27.206684666666664,6.383333333333333,3.6533706497163116,195382729.33333334
2003,Comedy,14.427981430555555,5.609722222222222,inf,65486445.527777776
2003,Crime,17.4575541875,6.246875,2.1639411751273636,53769754.28125
2003,Documentary,3.6920828,6.5,inf,4571268.0
2003,Drama,13.26208725,6.509722222222222,inf,40021090.25
2003,Family,18.07890888888889,5.916666666666667,3.4902687305744515,113751919.5
2003,Fantasy,55.2011156,6.1066666666666665,3.372117833718738,212008048.8
2003,Foreign,0.6220795,6.25,,0.0
2003,History,12.802629571428572,6.871428571428571,0.8708666186605677,89290457.71428572
2003,Horror,17.623115416666668,5.7749999999999995,2.297976058509102,45232132.25
2003,Music,10.710446857142855,5.485714285714286,9.096192863888888,31498354.57142857
2003,Mystery,18.6966952,6.319999999999999,2.306220060003663,45857858.53333333
2003,Romance,11.687253851851851,5.97037037037037,inf,47515161.40740741
2003,Science Fiction,28.989908266666664,5.793333333333334,2.085441870710919,192907425.4
2003,Thriller,23.52371889130435,6.156521739130435,1.9103953748806903,95854942.36956522
2003,War,19.2571472,6.62,0.94333391,111063075.0
2003,Western,17.6596895,6.5,2.435423347272727,78309890.0
2004,Action,28.851744195121952,6.070731707317074,inf,139296593.87804878
2004,Adventure,29.3764618125,6.225,inf,203956949.6875
2004,Animation,33.75308163636364,6.418181818181818,3.704561351577135,268633387.54545456
2004,Comedy,17.225024451219515,5.886585365853659,inf,66750746.719512194
2004,Crime,24.299515130434784,6.3304347826086955,6.257979710387011,68356386.73913044
2004,Documentary,6.9774626,6.9,inf,32171119.0
2004,Drama,15.515843495049506,6.348514851485149,inf,51059811.653465346
2004,Family,21.04976043478261,5.586956521739131,inf,162136501.3478261
2004,Fantasy,34.0559455625,6.45625,inf,240647328.9375
2004,Foreign,0.3617935,7.3,0.0,0.0
2004,History,21.306282166666666,6.833333333333333,inf,64624131.0
2004,Horror,23.651682357142857,5.635714285714286,9.239382121101082,63358679.64285714
2004,Music,9.0374841,6.2299999999999995,0.7200778609374999,19062709.0
2004,Mystery,24.770773714285717,5.978571428571429,inf,102295072.92857143
2004,Romance,16.770661822222223,6.206666666666667,inf,54951610.11111111
2004,Science Fiction,30.47311795,6.0200000000000005,4.92289423416188,101151600.35
2004,Thriller,22.219886106382976,6.074468085106383,14.757352820019756,80947786.4893617
2004,War,31.184473166666667,6.816666666666666,inf,136784821.66666666
2004,Western,13.709846500000001,6.15,0.629551598275862,66961705.5
2005,Action,22.887889437499997,5.829166666666667,inf,89291015.91666667
2005,Adventure,26.05732054054054,5.91081081081081,inf,159951914.94594595
2005,Animation,27.615623,6.411111111111111,3.7113800960884356,165332235.1111111
2005,Comedy,13.221763439024391,5.785365853658536,inf,59504217.52439024
2005,Crime,24.520459413793102,6.386206896551724,inf,60286360.5862069
2005,Documentary,3.0076855,6.7,6.49776884375,14151466.6
2005,Drama,14.572090339130435,6.369565217391305,inf,50103079.84347826
2005,Family,23.231645290322582,6.109677419354839,3.0659529019355922,145670434.51612905
2005,Fantasy,23.926392749999998,5.885,1.7229574386015822,139469943.0
2005,Foreign,1.0226536666666666,5.933333333333334,inf,3474129.0
2005,History,17.328276727272726,6.663636363636363,1.670916372431686,66040930.27272727
2005,Horror,17.56574728,5.6,inf,53318975.48
2005,Music,17.611862333333335,6.7,inf,62344211.833333336
2005,Mystery,21.032622230769228,6.076923076923077,1.8483606905496819,69703057.38461539
2005,Romance,11.60653663265306,6.036734693877551,inf,47838960.551020406
2005,Science Fiction,23.232981428571428,6.114285714285714,1.929749230562491,157198180.35714287
2005,Thriller,20.494675865384615,6.032692307692307,inf,75080309.01923077
2005,War,18.286776833333334,6.333333333333333,0.78115231497669,56068135.5
2005,Western,13.390888,7.05,1.6633782166666666,8542421.0
2006,Action,24.936514459999998,6.046,inf,118709200.76
2006,Adventure,32.175680676470584,6.055882352941176,2.0531367723199674,192853454.1470588
2006,Animation,30.48248733333333,5.993333333333334,inf,183174574.73333332
2006,Comedy,15.719933566666667,5.931111111111111,inf,70859525.3888889
2006,Crime,18.78744738235294,6.205882352941177,inf,56359434.058823526
2006,Documentary,3.6645960000000004,6.529999999999999,inf,12070061.1
2006,Drama,14.443674781954886,6.38421052631579,inf,40273796.54887218
2006,Family,19.692968742857143,5.66,inf,108702616.31428571
2006,Fantasy,35.77696108,6.1,inf,152715798.2
2006,Foreign,1.458884,6.1,0.0281332,140666.0
2006,History,15.483951125,6.525,1.9620457193441478,50786949.625
2006,Horror,15.437078,5.6450000000000005,3.4771847424164455,41099847.4
2006,Music,11.415352714285714,6.3999999999999995,2.6685765291666668,21276701.85714286
2006,Mystery,23.545738733333334,6.166666666666667,2.4876735216084653,92320091.26666667
2006,Romance,14.839641869565217,6.171739130434782,2.2593357675678667,43983885.19565217
2006,Science Fiction,20.141905611111113,6.0,inf,73593602.33333333
2006,TV Movie,8.832466499999999,5.949999999999999,0.0,0.0
2006,Thriller,22.890319637931036,6.120689655172414,inf,91190026.96551724
2006,War,28.965958333333333,6.877777777777777,2.35535713746528,80046251.0
2006,Western,20.27704,5.8,0.2998947714285714,10496317.0
2007,Action,25.13973422727273,5.6431818181818185,inf,139417498.27272728
2007,Adventure,33.5389236,5.944,inf,252925577.04
2007,Animation,33.516796299999996,6.32,3.4978911834940085,303910042.8
2007,Comedy,14.834837895522387,5.68955223880597,inf,90587260.6716418
2007,Crime,22.449089035714284,6.446428571428571,2.293342818583924,71209968.75
2007,Documentary,3.2383418571428573,6.871428571428572,1.0464726822222223,6996519.857142857
2007,Drama,15.753802154639176,6.441237113402061,inf,47158962.74226804
2007,Family,31.1542794,6.17,inf,253073816.2
2007,Fantasy,44.583455263157894,5.752631578947368,2.5633356808350634,328100450.84210527
2007,Foreign,1.350913,6.333333333333333,,0.0
2007,History,10.272685555555556,6.277777777777778,0.9375987481523307,34724793.88888889
2007,Horror,22.144525962962962,5.703703703703703,inf,70128364.62962963
2007,Music,17.391650454545456,6.4,inf,67818563.0
2007,Mystery,28.75910382352941,6.164705882352941,863.0417331274299,133749885.70588236
2007,Romance,12.575649513513515,6.0864864864864865,inf,47444314.51351351
2007,Science Fiction,28.05716384615385,6.161538461538461,2.2655229833793986,131784409.84615384
2007,Thriller,23.900736981132077,6.1113207547169806,inf,81610226.79245283
2007,War,8.037463,5.6,0.26703884179104476,13042570.0
2007,Western,17.6245148,3.9799999999999995,0.587805093939394,16945602.6
2008,Action,34.89489715217392,6.017391304347826,2.4665000563736057,153229968.26086956
2008,Adventure,33.03674597297297,5.978378378378378,2.259312474192822,164634357.3243243
2008,Animation,25.421272846153844,6.376923076923077,2.4217233636153614,183178432.69230768
2008,Comedy,17.65920806097561,5.804878048780488,inf,69372319.65853658
2008,Crime,25.73574687878788,6.154545454545454,inf,83657699.96969697
2008,Documentary,5.309499625,7.3625,inf,1309606.75
2008,Drama,18.543001150943397,6.378301886792453,inf,53924859.716981135
2008,Family,23.69818903448276,6.096551724137932,inf,145012131.86206895
2008,Fantasy,31.3830994,5.87,inf,172103509.65
2008,Foreign,0.9854855,6.75,0.15714285714285714,550000.0
2008,History,13.728260923076922,6.776923076923077,inf,22142851.846153848
2008,Horror,10.546099190476191,5.428571428571429,inf,14569559.19047619
2008,Music,11.7784039,6.34,inf,19274165.3
2008,Mystery,19.615731,6.0600000000000005,1.1404120560997337,56402442.0
2008,Romance,23.645183657894737,6.2,inf,94116119.84210527
2008,Science Fiction,25.206700037037038,5.78888888888889,inf,88350099.55555555
2008,Thriller,25.65350412727273,6.009090909090909,inf,88533807.94545455
2008,War,16.012143454545456,6.781818181818181,1.3639589695555556,27479947.545454547
2008,Western,13.9608605,6.699999999999999,0.50528485,10105697.0
2009,Action,26.143293960784312,5.894117647058824,inf,171749019.92156863
2009,Adventure,38.98324930555556,5.955555555555556,3.1084489137419973,318909191.0277778
2009,Animation,39.096720733333335,6.48,inf,243365517.2
2009,Comedy,16.32541175257732,5.852577319587629,inf,69657312.43298969
2009,Crime,15.65664096875,6.021875,inf,48658737.8125
2009,Documentary,7.5801404,6.540000000000001,inf,7368583.0
2009,Drama,14.319066901639344,6.3,inf,39566519.016393445
2009,Family,32.79668,6.160714285714286,inf,206650456.2142857
2009,Fantasy,38.36380718181818,6.013636363636365,3.082716652892031,286718284.6363636
2009,Foreign,0.75308075,6.35,0.5,1.75
2009,History,15.2880285,6.9,1.06142518642641,52600177.25
2009,Horror,17.905438433333334,5.706666666666666,inf,30823463.3
2009,Music,16.70419009090909,5.818181818181818,2.7809766727040817,87657271.81818181
2009,Mystery,22.70389775,6.107142857142857,3.1870990986864105,69844520.21428572
2009,Romance,14.05530454385965,6.129824561403509,inf,54639980.473684214
2009,Science Fiction,34.65532603125,5.878125,inf,238142780.96875
2009,Thriller,21.125304627118645,5.850847457627118,inf,57951107.44067796
2009,War,30.039469750000002,7.05,2.494134190705128,110457813.75
2010,Action,31.423032734693876,6.038775510204081,1.762454017221429,137165488.7142857
2010,Adventure,47.88176133333333,6.2266666666666675,2.6502826711023677,284415001.76666665
2010,Animation,38.220610384615384,6.300000000000001,3.202025432506512,319930999.15384614
2010,Comedy,16.65413487356322,5.779310344827587,inf,78150223.33333333
2010,Crime,19.12039233333333,6.123333333333333,inf,40743804.8
2010,Documentary,6.4653728571428575,6.142857142857143,2.661589370833333,18467650.14285714
