release_year,genres,popularity,vote,profit,revenue
2010,Drama,16.99691352173913,6.19304347826087,inf,47723565.73913044
2010,Family,28.206340379310344,5.7620689655172415,inf,223553547.41379312
2010,Fantasy,35.37773876190476,5.909523809523809,2.1785312861407786,244439064.47619048
2010,Foreign,0.12082,5.2,,0.0
2010,History,10.5707005,6.7,4.829709550694445,58998211.875
2010,Horror,17.25407151851852,5.52962962962963,8.191584841014194,44212869.222222224
2010,Music,8.9589465,5.1,inf,1763818.5
2010,Mystery,32.967367764705884,6.329411764705882,2.30089876493349,102049722.58823529
2010,Romance,19.651845444444444,6.055555555555555,inf,73860758.08888888
2010,Science Fiction,34.775384,5.947368421052632,2.4932574314480007,154197245.0526316
2010,Thriller,26.644116571428572,6.066071428571428,inf,75756243.39285715
2010,War,14.192868333333335,6.8999999999999995,1.3906309514705884,39079289.5
2010,Western,17.5453564,6.220000000000001,inf,54955959.6
2011,Action,32.200047827586204,5.968965517241379,inf,162148047.68965518
2011,Adventure,36.51153875,6.034375,inf,260637183.25
2011,Animation,27.23376694117647,5.882352941176471,2.291970528357987,246657771.88235295
2011,Comedy,19.74747230487805,5.924390243902439,inf,88641167.35365854
2011,Crime,26.285661708333336,6.295833333333333,inf,93655261.75
2011,Documentary,5.107424857142858,5.785714285714286,inf,16821734.714285713
2011,Drama,18.256343676767678,6.273737373737374,inf,45331688.73737374
2011,Family,20.705593142857143,5.892857142857143,2.5133652033042995,179285146.25
2011,Fantasy,44.08767,5.953333333333333,2.649384841506804,257849882.6
2011,Foreign,0.1265865,5.75,,0.0
2011,History,12.538484125,5.75,3.247503166567497,38963728.625
2011,Horror,16.344190416666667,5.4125000000000005,3.278555773092485,37886687.708333336
2011,Music,12.0127848,5.5600000000000005,3.57723688,124996972.8
2011,Mystery,33.6893141875,6.2125,2.712425754083166,116921196.25
2011,Romance,18.418704766666668,6.180000000000001,inf,69114247.46666667
2011,Science Fiction,34.57685542307692,6.065384615384615,3.332687422529779,166997171.76923078
2011,TV Movie,0.102003,5.0,,0.0
2011,Thriller,24.981474260869565,6.017391304347826,inf,74976109.13043478
2011,War,11.106969,6.2,0.6732351833618293,46509038.333333336
2011,Western,12.046403666666668,5.699999999999999,inf,82116043.66666667
2012,Action,42.54343565116279,5.879069767441861,inf,252982953.79069766
2012,Adventure,58.869516999999995,6.164,3.2638690955858816,450667303.4
2012,Animation,41.75010607692308,6.176923076923076,2.582376029959874,275464449.15384614
2012,Comedy,22.1940938875,5.751250000000001,inf,87501485.6
2012,Crime,27.86851518518519,5.955555555555556,inf,91496086.03703703
2012,Documentary,3.314056888888889,6.711111111111111,3.1194773333333337,7503113.222222222
2012,Drama,25.538726683544304,6.256962025316456,inf,95389761.39240506
2012,Family,36.565746058823535,5.970588235294118,inf,230280971.3529412
2012,Fantasy,53.24267763157894,6.273684210526316,inf,329730485.0
2012,Foreign,0.126676,6.9,0.49466666666666664,111300.0
2012,History,23.16745625,6.425000000000001,2.3065185371131744,117025597.25
2012,Horror,15.570080484848484,5.181818181818182,inf,37786511.45454545
2012,Music,21.608093857142855,6.585714285714286,3.92735088081739,116344854.28571428
2012,Mystery,23.282849125,5.7375,6.687158783076923,74149545.0
2012,Romance,21.411081487179484,6.2384615384615385,inf,75241730.25641026
2012,Science Fiction,42.24939209090909,6.068181818181818,3.024914083297175,228033472.77272728
2012,TV Movie,1.368145,5.050000000000001,0.0,0.0
2012,Thriller,28.717158879310347,5.746551724137931,inf,101746480.7586207
2012,War,17.1270425,6.1,3.8205495344827587,65819071.5
2012,Western,43.9380535,6.65,4.25368238,212684119.0
2013,Action,40.179082642857146,6.044642857142857,inf,171881475.0357143
2013,Adventure,43.926363361111115,6.225,2.1795181909639108,288037803.1666667
2013,Animation,43.218709705882354,6.323529411764706,2.901530863676239,301098024.0588235
2013,Comedy,24.69921649295775,6.073239436619718,inf,82769061.63380282
2013,Crime,36.7606682972973,6.183783783783784,inf,66507041.567567565
2013,Documentary,3.3847570000000005,6.4,inf,3223090.7
2013,Drama,24.910004345454546,6.364545454545455,inf,54520709.554545455
2013,Family,38.025935363636364,6.013636363636365,2.668236912493102,270507508.95454544
2013,Fantasy,41.172347,5.947619047619048,2.0103871844466052,262981141.19047618
2013,History,30.20912825,7.025,6.032237931825926,58557353.0
2013,Horror,26.736672079999998,5.207999999999999,52638.01333715485,71843341.32
2013,Music,9.920868416666666,6.675,inf,12235403.333333334
2013,Mystery,36.5039758,6.24,1.6334002990740741,84050287.0
2013,Romance,23.59363492,6.54,inf,42198573.28
2013,Science Fiction,49.33890648148148,6.2592592592592595,inf,266269629.7037037
2013,TV Movie,10.9554545,5.4,0.0,0.0
2013,Thriller,34.250526698113205,5.926415094339623,inf,85131784.35849057
2013,War,12.764345666666665,5.766666666666667,1.8661950125,49765200.333333336
2013,Western,49.046956,5.9,0.35015650980392155,89289910.0
2014,Action,70.30505825925925,5.857407407407408,2.9645297747258486,257542174.1851852
2014,Adventure,93.98347891891892,6.335135135135135,3.0663164643571443,345155676.3513514
2014,Animation,44.496102071428574,6.078571428571428,2.929364582067058,220195358.42857143
2014,Comedy,35.14862717741935,5.945161290322581,inf,106833090.11290322
2014,Crime,30.567989074074074,5.762962962962963,inf,40226222.074074075
2014,Documentary,0.2211265,2.8833333333333333,0.0,0.0
2014,Drama,34.26477710909091,5.930909090909091,inf,56746991.981818184
2014,Family,42.888138695652174,6.156521739130435,2.7986364803481756,211412613.04347825
2014,Fantasy,72.0098199375,6.48125,2.872040712541596,365759443.4375
2014,History,39.838017,6.285714285714286,inf,82652111.71428572
2014,Horror,22.46481342857143,4.914285714285715,7.769144124175824,44089867.666666664
2014,Music,15.338336222222223,6.2444444444444445,inf,34684553.666666664
2014,Mystery,42.5936178,5.4399999999999995,1.8654117602131646,77155772.8
2014,Romance,26.869979458333333,6.270833333333333,inf,79393548.95833333
2014,Science Fiction,111.29141815384615,6.088461538461539,inf,290882294.15384614
2014,Thriller,36.90989857575757,5.50909090909091,inf,73885069.78787878
2014,War,62.121586300000004,6.790000000000001,4.50963071562751,187473728.4
2014,Western,17.953185,5.133333333333334,0.10758915625,1147617.6666666667
2015,Action,65.28167082608695,5.684782608695652,inf,236423194.63043478
2015,Adventure,107.44769851428572,6.268571428571429,inf,337748070.37142855
2015,Animation,103.520928,6.476923076923077,inf,314090729.38461536
2015,Comedy,46.77506382692308,6.017307692307692,inf,119900032.73076923
2015,Crime,34.08895238461538,5.4192307692307695,2.537114597960185,74795858.3076923
2015,Documentary,0.7050533333333333,4.133333333333334,0.0,0.0
2015,Drama,28.71735845744681,5.979787234042553,inf,73710517.77659574
2015,Family,93.56150570588235,5.8999999999999995,inf,281784548.5294118
2015,Fantasy,50.4774156,6.42,2.24909441540253,159648154.6
2015,History,22.394768222222222,6.566666666666666,2.0569529634920634,55443235.777777776
2015,Horror,15.81243121212121,4.984848484848484,inf,20688142.606060605
2015,Music,26.861148375,5.6875,4.04720321309286,79201510.5
2015,Mystery,30.7953285,5.505,inf,38669129.7
2015,Romance,29.21333652173913,6.352173913043478,inf,71187636.91304348
2015,Science Fiction,90.5625505357143,5.807142857142857,2.409905573922613,258872505.85714287
2015,Thriller,42.048846,5.444776119402985,inf,95786323.97014925
2015,War,14.24304,7.25,1.410507975,53210159.5
2015,Western,30.921296714285713,5.185714285714285,inf,98419959.14285715
2016,Action,50.54907284615385,5.866666666666667,2.8727626898304965,210890597.7948718
2016,Adventure,81.80612765217391,6.256521739130435,3.582142602394821,366462781.3043478
2016,Animation,50.04862025,6.025,6.868314680279028,471915323.25
2016,Comedy,50.0379876923077,5.592307692307693,3.5177578382056085,135998364.65384614
2016,Crime,33.5856445,5.55,1.872713514126984,138802027.3
2016,Drama,19.826177108108105,6.013513513513513,2.3096207630263192,60689356.324324325
2016,Family,35.65085533333333,6.211111111111111,4.864123143135657,347713717.1111111
2016,Fantasy,59.82671784615385,5.846153846153846,2.768307743624847,354213921.84615386
2016,History,21.728905333333334,6.7,2.331587922874396,37449868.333333336
2016,Horror,24.4582561,5.6,4.599795047304637,42228062.6
2016,Music,0.674398,6.0,,0.0
2016,Mystery,41.837537,6.466666666666666,5.753620402164502,97811435.83333333
2016,Romance,18.47118288888889,5.944444444444445,3.987375995304929,49638996.222222224
2016,Science Fiction,71.21838336363636,6.118181818181818,3.0330756480606156,332367725.09090906
2016,Thriller,28.80256837037037,5.785185185185185,inf,65971467.85185185
2016,War,23.410786,6.466666666666666,0.9444732,31482440.0
2016,Western,15.333575,5.4,0.05589136,1397284.0
2017,Comedy,0.71087,7.4,,0.0
2017,Drama,0.71087,7.4,,0.0
2017,Family,0.71087,7.4,,0.0
